	Unnamed: 0	gene_id	gene_type	logFC	AveExpr
9592	8116	MAP3K20	protein_coding	0.027795471	-0.591108318
9593	5629	ENSG00000280390	TEC	0.05316577	6.49865597
9594	14508	PSME2P3	processed_pseudogene	0.026802725	0.299538216
9595	7158	UXS1	protein_coding	0.027155448	-1.206175812
9596	10553	ENSG00000239383	processed_pseudogene	0.052314282	2.077458899
9597	10832	U3	snoRNA	0.063940125	5.705690153
9598	10548	LINC02018	lincRNA	-0.069682087	4.400852701
9599	6463	ATP6V1B1	protein_coding	-0.048159609	8.69806414
9600	2204	RN7SKP272	misc_RNA	0.031832712	-0.558858561
9601	6085	CALM2	protein_coding	-0.069872873	5.482070436
9602	12845	ENSG00000251113	processed_pseudogene	0.028419886	0.992228836
9603	9917	ENSG00000273328	processed_transcript	-0.034426191	4.120286382
9604	10330	IL17RD	protein_coding	0.032397596	-1.003339761
9605	468	ENSG00000228229	lincRNA	0.055788037	5.721161953
9606	92	SCNN1D	protein_coding	-0.038117959	0.457878981
9607	13562	PLAC8	protein_coding	-0.027794915	-0.059011751
9608	12137	ADIPOQ	protein_coding	-0.051841974	10.11832726
9609	10919	VPS26AP1	processed_pseudogene	-0.026669867	0.586743341
9610	11511	RPL38P1	processed_pseudogene	0.052029534	7.89832803
9611	12708	C1QTNF7	protein_coding	-0.02806806	-0.893598774
9612	3264	DENND4B	protein_coding	0.050642488	7.099666408
9613	4983	COA6	protein_coding	-0.062955488	6.426958375
9614	15855	GUSBP16	unprocessed_pseudogene	-0.058666955	6.002176997
9615	12924	ENSG00000224097	transcribed_processed_pseudogene	-0.062617551	5.40677288
9616	9707	MIR466	miRNA	-0.065955171	4.272870106
9617	4868	RNA5S7	rRNA	0.030784298	1.04422884
9618	9005	DAW1	protein_coding	-0.045212105	5.92431976
9619	15302	ENSG00000250984	processed_pseudogene	0.047131546	1.572110696
9620	5361	ENSG00000237720	lincRNA	-0.055792319	5.125295218
9621	5636	ENSG00000228538	lincRNA	-0.030443785	0.495267195
9622	10595	SETP6	processed_pseudogene	0.028853157	-1.299460665
9623	8908	ENSG00000267919	lincRNA	0.0358121	4.49077742
9624	10955	ENSG00000274732	misc_RNA	0.036620646	6.737314682
9625	2538	LAMTOR5-AS1	processed_transcript	-0.050430368	7.906446806
9626	15506	PRELID3BP6	processed_pseudogene	0.054209449	3.512507132
9627	7687	TMEM163	protein_coding	0.032822254	-0.781168023
9628	16083	PPIAP11	processed_pseudogene	0.047449088	4.248513805
9629	15340	MTMR12	protein_coding	0.056861871	3.183983389
9630	9689	ENSG00000283563	protein_coding	0.061902547	6.886376401
9631	7661	MIR663B	miRNA	0.039128962	2.342846404
9632	13432	ENSG00000251454	lincRNA	-0.041632234	2.382705888
9633	10892	CD200R1	protein_coding	-0.027674159	-0.614012168
9634	10745	TFG	protein_coding	0.031114604	4.244947464
9635	7351	RABL2A	protein_coding	0.048033954	4.319908401
9636	8009	ENSG00000236283	antisense	-0.059809505	6.331177244
9637	10815	ENSG00000279277	TEC	0.041707601	3.768147069
9638	3263	ENSG00000284738	antisense	0.026604566	-1.139211052
9639	11260	ENSG00000250129	antisense	-0.050732087	8.820770292
9640	18289	RNU7-26P	snRNA	0.026559029	0.803976086
9641	1754	OMA1	protein_coding	0.034469394	0.926763803
9642	4117	PDC-AS1	antisense	-0.029923911	0.523458676
9643	17669	U4	snRNA	-0.040649662	4.12491578
9644	17760	WBP1LP4	processed_pseudogene	-0.060810149	4.634824306
9645	18046	ENSG00000272341	lincRNA	0.028569531	2.285744854
9646	9172	SH3BP4	protein_coding	0.068448902	6.067847557
9647	12592	ENSG00000251313	processed_pseudogene	-0.054891427	3.974087869
9648	15591	ENSG00000240052	processed_pseudogene	0.040220074	3.40171214
9649	2268	ENSG00000229635	processed_pseudogene	0.030735233	1.308862263
9650	14437	RNU2-66P	snRNA	0.035020366	1.58384941
9651	14910	BRD9P2	unprocessed_pseudogene	-0.044981999	4.01543479
9652	12985	ENSG00000285454	lincRNA	0.031279847	1.092031769
9653	8618	ENSG00000225610	antisense	0.035525873	5.735891575
9654	15838	GUSBP3	transcribed_unprocessed_pseudogene	0.027070655	1.365226239
9655	6521	DGUOK-AS1	antisense	-0.054244616	3.814492814
9656	14461	GUCY1B1	protein_coding	0.026357158	-0.976148181
9657	2381	CDC14A	protein_coding	0.035058803	-0.562767345
9658	3945	SEC16B	protein_coding	-0.026694466	-1.400930524
9659	6896	GXYLT1P7	processed_pseudogene	-0.027410167	-0.163739393
9660	9327	CHL1	protein_coding	-0.029752227	-0.310181722
9661	13347	CSN2	protein_coding	-0.028773742	-0.350418847
9662	11696	ENSG00000243165	processed_pseudogene	0.054350677	7.705131714
9663	11356	CLDN18	protein_coding	0.028634195	1.120462279
9664	1854	JAK1	protein_coding	-0.059437611	5.02440087
9665	15966	ENSG00000251342	processed_pseudogene	-0.02642489	-0.855145414
9666	10252	SEMA3G	protein_coding	-0.049337101	8.230341745
9667	5790	RPL23AP34	processed_pseudogene	-0.030219868	0.247226449
9668	4838	IBA57-DT	lincRNA	0.047676834	0.087428719
9669	15387	PRLR	protein_coding	0.041428125	3.430566287
9670	6724	RMND5A	protein_coding	0.031447946	-0.277588341
9671	5604	ENSG00000234378	lincRNA	0.029026408	5.908656839
9672	13592	ARHGAP24	protein_coding	0.035661502	1.01438785
9673	12059	ABCF3	protein_coding	-0.050149685	7.095631272
9674	4321	ENSG00000225620	lincRNA	-0.054464648	4.108845044
9675	7236	LINC01123	lincRNA	-0.052968251	4.247901576
9676	17502	STC2	protein_coding	0.05068484	2.36417127
9677	13377	LDHAL6EP	processed_pseudogene	-0.041929436	1.275738688
9678	18590	SAPCD1-AS1	antisense	0.030137172	-0.914880771
9679	4063	RPS3AP8	processed_pseudogene	-0.057973719	3.937290841
9680	18189	H1-4	protein_coding	0.038859145	0.723191428
9681	8636	HMGN1P6	processed_pseudogene	0.03213295	2.197904282
9682	8734	ENSG00000223373	lincRNA	0.052561024	5.185596612
9683	3110	ZNF687-AS1	antisense	-0.056082584	7.322144068
9684	15923	LINC01335	lincRNA	-0.026196761	-1.426655261
9685	3410	ENSG00000236947	lincRNA	0.026669404	1.170889386
9686	16267	ERAP2	protein_coding	0.03283775	2.439658197
9687	10656	STX19	protein_coding	-0.068368413	4.932711739
9688	2341	MIR137	miRNA	0.038609162	0.043975505
9689	18170	ENSG00000272558	antisense	-0.030540373	1.506704202
9690	13974	ENSG00000223605	unprocessed_pseudogene	-0.026373838	-1.598753649
9691	11499	NPM1P28	processed_pseudogene	0.034595777	2.782227094
9692	11161	ABTB1	protein_coding	-0.026259751	1.274253642
9693	2949	BCL9	protein_coding	-0.032527849	-1.030624563
9694	16433	HMGB3P16	processed_pseudogene	-0.055257924	6.209717122
9695	11069	KALRN	protein_coding	-0.02666247	3.015377718
9696	14667	GLRA3	protein_coding	0.057949198	6.253175432
9697	746	ENSG00000271420	lincRNA	-0.031539043	4.091133985
9698	11952	MTHFD2P7	processed_pseudogene	-0.027069242	3.655208396
9699	7905	GPD2	protein_coding	0.064381378	6.089885475
9700	14634	ENSG00000251176	lincRNA	0.026578369	-1.099389105
9701	16133	NBPF22P	transcribed_unprocessed_pseudogene	-0.030383269	6.59634492
9702	10696	OR5H4P	unprocessed_pseudogene	-0.043761575	7.58836906
9703	18356	OR2J1	protein_coding	0.026003347	-0.023561264
9704	15158	MYO10	protein_coding	0.02664884	-1.381318769
9705	15804	ENSG00000248359	lincRNA	-0.049767595	3.878021857
9706	14569	KLHL2	protein_coding	0.032747478	1.498301986
9707	756	RPL11	protein_coding	0.029418648	-0.646458077
9708	10073	ENSG00000244380	antisense	-0.059483381	5.227798494
9709	11760	LINC01324	lincRNA	0.054392864	4.021225924
9710	2439	ENSG00000270342	processed_pseudogene	-0.02594405	-0.739917555
9711	12423	SPON2	protein_coding	0.037862472	2.974114003
9712	2471	ENSG00000228076	processed_pseudogene	-0.054613389	4.43939856
9713	10692	OR5H14	protein_coding	-0.028717379	3.654887311
9714	18379	MAS1LP1	unprocessed_pseudogene	0.036334916	5.24098169
9715	14907	TPPP	protein_coding	-0.048898405	3.368879261
9716	9104	ECEL1	protein_coding	-0.041664645	4.227983538
9717	1078	TMEM54	protein_coding	0.064926175	4.979233571
9718	12466	Y_RNA	misc_RNA	0.027537935	0.963384134
9719	14577	NOL8P1	processed_pseudogene	-0.02806931	0.686462194
9720	6745	CYTOR	lincRNA	-0.053595734	7.617599218
9721	6906	TEKT4	protein_coding	-0.045155138	7.847500825
9722	301	RNU6-304P	snRNA	0.031226013	3.896687937
9723	9737	CNOT10-AS1	antisense	-0.054555431	4.063579376
9724	17218	ENSG00000271795	antisense	0.041948106	2.106495734
9725	15774	SREK1	protein_coding	0.029515222	1.431732704
9726	7385	DDX18	protein_coding	-0.065173155	4.592374262
9727	15159	RNA5SP179	rRNA_pseudogene	-0.054625011	2.063330606
9728	12582	CPZ	protein_coding	-0.054408784	6.370466797
9729	13514	LINC02469	lincRNA	-0.025845777	-0.622967272
9730	18720	MIR5004	miRNA	-0.04938061	6.237897656
9731	2025	RN7SL370P	misc_RNA	0.051049818	3.495620794
9732	8613	ENSG00000223890	processed_pseudogene	0.028520453	0.188648066
9733	14073	ANKRD50	protein_coding	-0.033247535	1.262770282
9734	16714	ENSG00000229738	processed_pseudogene	0.039399415	0.488945212
9735	7690	ENSG00000228098	processed_pseudogene	0.027878067	1.455506035
9736	6923	SLC2AXP1	unprocessed_pseudogene	-0.064948733	4.877284779
9737	8830	CTDSP1	protein_coding	0.031783395	3.698114723
9738	2051	ENSG00000238015	processed_pseudogene	-0.06244458	5.71819526
9739	15356	LINC02160	lincRNA	-0.052634662	5.896718119
9740	15673	Y_RNA	misc_RNA	-0.061538115	4.574446814
9741	15547	ENSG00000272335	lincRNA	-0.054900879	5.563677863
9742	1428	SNORD38B	snoRNA	0.039350058	0.464514256
9743	9887	GEMIN2P2	processed_pseudogene	0.030937807	3.883374452
9744	15129	OTULIN-DT	antisense	0.031961087	-0.822377458
9745	5724	CIB4	protein_coding	0.050686516	1.319902253
9746	13023	GABRA2	protein_coding	0.046282637	3.195657547
9747	9194	ENSG00000124835	antisense	0.036137091	7.168050468
9748	2003	SNORD45B	snoRNA	0.043259124	3.100137556
9749	16913	SLC4A9	protein_coding	-0.066098169	1.869917749
9750	2533	KCNC4	protein_coding	-0.026058458	0.220372175
9751	14419	SFRP2	protein_coding	0.047684965	4.285482181
9752	281	ENSG00000229305	processed_pseudogene	-0.03504173	2.639065202
9753	3265	CRTC2	protein_coding	-0.047937126	2.52180457
9754	14795	PDLIM3	protein_coding	0.027743351	2.056544637
9755	14197	RN7SL382P	misc_RNA	-0.046298915	1.363850554
9756	2694	LINC01762	lincRNA	0.027939372	-0.906975835
9757	16003	TBCA	protein_coding	-0.042945842	4.30173976
9758	14967	IRX1	protein_coding	0.041582126	3.038140616
9759	9698	RBMS3-AS1	antisense	0.071743685	4.468031142
9760	12473	GRK4	protein_coding	0.038482745	4.959735899
9761	16670	ACSL6-AS1	antisense	-0.04215182	1.807213454
9762	5002	ENSG00000258082	lincRNA	0.02595592	-1.2802587
9763	4484	ENSG00000285239	antisense	-0.049177181	3.342392089
9764	761	GALE	protein_coding	0.031011235	1.726704533
9765	17505	ENSG00000253968	lincRNA	0.035660591	1.273728254
9766	5563	ENSG00000231266	lincRNA	0.041763009	6.732870054
9767	7835	RPL17P13	processed_pseudogene	-0.060795889	3.508761128
9768	6764	MRPL45P1	processed_pseudogene	0.034761412	0.527908205
9769	6123	FSHR	protein_coding	-0.039906995	7.636886492
9770	15892	TNPO1-DT	antisense	-0.055431562	4.143048706
9771	8650	MIR3130-1	miRNA	0.05695123	1.832390478
9772	144	GABRD	protein_coding	0.031302691	3.085562613
9773	8921	TMEM256P2	processed_pseudogene	0.072340393	5.043285343
9774	3239	ENSG00000285867	lincRNA	0.060204971	2.946559117
9775	1748	DAB1-AS1	antisense	-0.03372047	2.120714422
9776	13520	PRDM8-AS1	antisense	0.037266477	7.713470323
9777	4474	LINC02942	lincRNA	0.028406125	3.808702383
9778	10088	LINC02585	antisense	-0.025464565	-1.242002958
9779	17103	GPR151	protein_coding	0.025471773	-1.374562553
9780	16372	PSMC1P5	processed_pseudogene	0.048073639	3.393234805
9781	6786	IGKV5-2	IG_V_gene	0.060844886	1.438121212
9782	3437	PEAR1	protein_coding	-0.043539023	0.771973554
9783	7973	MXRA7P1	processed_pseudogene	-0.057520057	3.190904203
9784	5180	KIF26B	protein_coding	-0.053123507	7.821192081
9785	17082	ENSG00000250842	lincRNA	0.026589272	-0.184905798
9786	6850	IGKV2D-23	IG_V_pseudogene	0.03365376	9.990114371
9787	15055	ENSG00000279635	TEC	0.035953578	-0.404947474
9788	4759	ENSG00000282418	lincRNA	-0.044344436	5.169306763
9789	14454	MTCO2P9	unprocessed_pseudogene	-0.059312102	4.752237083
9790	208	ENSG00000284703	lincRNA	0.035556817	3.120251124
9791	12878	LINC02505	lincRNA	-0.048668111	6.74099107
9792	16000	RPS2P24	processed_pseudogene	0.047191715	0.545731768
9793	1256	OXCT2	protein_coding	-0.059795517	6.469294782
9794	13446	NAAA	protein_coding	0.027584364	-0.25391944
9795	456	PRAMEF26	protein_coding	-0.068217249	3.707516591
9796	8245	FKBP7	protein_coding	-0.032160509	1.293290329
9797	15753	CWC27	protein_coding	-0.042053914	0.369635236
9798	2263	ENSG00000237003	processed_pseudogene	0.04809953	2.775998635
9799	6623	MIR8080	miRNA	0.041894293	0.70434259
9800	7406	TMEM37	protein_coding	0.027020473	6.444652778
9801	8348	MIR1245A	miRNA	-0.064251035	6.77119591
9802	8321	LINC01473	lincRNA	0.056603004	4.252743486
9803	9601	HSPA8P18	processed_pseudogene	-0.05987312	4.61901263
9804	7837	MMADHC-DT	antisense	0.02930975	1.739578169
9805	10297	SNORD63	snoRNA	-0.059820412	3.204841296
9806	12412	DGKQ	protein_coding	0.031735963	1.166056723
9807	1636	ENSG00000242391	antisense	-0.048870325	9.247832956
9808	17259	FAXDC2	protein_coding	0.027385693	-0.498936246
9809	10600	RPL7AP23	processed_pseudogene	0.04783588	0.689278561
9810	12020	MCCC1-AS1	antisense	0.031233509	0.416027607
9811	11850	EIF5A2	protein_coding	0.044451362	6.849611646
9812	13237	MTND4LP31	unprocessed_pseudogene	-0.061934938	3.013320869
9813	3406	RHBG	protein_coding	0.063876475	5.518490262
9814	2893	RNF115	protein_coding	0.026926768	6.455721625
9815	2194	LRRC8B	protein_coding	0.033429624	-0.536183635
9816	13606	AFF1	protein_coding	-0.060383544	7.48941788
9817	3845	MYOC	protein_coding	0.048113918	0.759419665
9818	17209	SLC36A3	protein_coding	0.032403946	5.4250936
9819	3862	RNU6-157P	snRNA	0.029889711	-0.932424617
9820	14132	RPL7AP28	processed_pseudogene	0.030732556	-0.913656553
9821	18636	MIR6721	miRNA	0.034095892	0.713818426
9822	5378	COLEC11	protein_coding	0.043121663	0.500280198
9823	9054	ENSG00000261829	sense_overlapping	0.025909316	1.956574082
9824	5662	WDCP	protein_coding	-0.050548554	7.812668838
9825	11860	ENSG00000234594	processed_pseudogene	0.027193748	4.72880426
9826	10643	MTCO1P6	processed_pseudogene	0.030056511	0.286311096
9827	2828	RNVU1-18	snRNA	0.037539481	0.991166374
9828	9459	ENSG00000230599	lincRNA	-0.041417934	8.723444112
9829	8029	ENSG00000283657	unprocessed_pseudogene	-0.025202174	0.257533269
9830	981	ENSG00000237934	antisense	0.045905137	3.091441118
9831	13877	RRH	protein_coding	0.028022034	-0.254404329
9832	12410	GAK	protein_coding	0.033258531	1.761381493
9833	17935	RPL7AP36	processed_pseudogene	0.05329698	5.860915854
9834	12709	ENSG00000251379	antisense	-0.0574894	5.874605628
9835	8012	SLC38A11	protein_coding	-0.039080441	9.036069604
9836	15439	ENSG00000276332	processed_pseudogene	-0.040318541	6.305310258
9837	7788	ENSG00000277444	misc_RNA	0.053061594	3.981655224
9838	14172	SERF1AP1	processed_pseudogene	0.046602047	2.943004595
9839	13814	TET2-AS1	antisense	-0.058646928	3.837302364
9840	1947	LINC01788	lincRNA	-0.052162057	6.540163665
9841	14130	ENSG00000249416	processed_pseudogene	-0.025449599	-0.809860651
9842	3000	PDE4DIP	protein_coding	-0.056435928	5.553567897
9843	4002	QSOX1	protein_coding	-0.044073854	7.916977315
9844	12502	ENSG00000250940	processed_pseudogene	-0.050799867	7.660245977
9845	3330	Y_RNA	misc_RNA	-0.028946829	1.813775413
9846	3709	ENSG00000215838	transcribed_processed_pseudogene	-0.047818443	5.733150649
9847	16335	RN7SL802P	misc_RNA	-0.046275379	8.391184491
9848	16251	ELL2	protein_coding	-0.025031354	-0.299712687
9849	7460	MTND5P22	processed_pseudogene	0.025167205	-1.337356983
9850	7857	RIF1	protein_coding	-0.037607524	6.205528415
9851	18645	TSBP1	protein_coding	-0.062320242	4.282317513
9852	5047	LGALS8-AS1	antisense	-0.054566667	5.557355038
9853	290	ENSG00000221083	snoRNA	-0.05392598	1.608864097
9854	4653	U3	snoRNA	-0.045419681	7.588886815
9855	13131	RPL38P3	processed_pseudogene	-0.025677824	-1.090338455
9856	17377	ENSG00000224012	processed_pseudogene	0.027729363	0.492997368
9857	4018	MR1	protein_coding	-0.027016028	1.054753195
9858	4261	INAVA	protein_coding	-0.044641237	4.761574451
9859	9836	MIR6822	miRNA	-0.048486067	5.38449235
9860	12677	LINC02270	lincRNA	-0.062433674	7.996470973
9861	16218	NPM1P27	processed_pseudogene	-0.063465321	3.250243668
9862	19001	ENSG00000272114	antisense	0.029855826	3.406863726
9863	12638	ENPP7P11	processed_pseudogene	-0.056148755	3.702640574
9864	14261	ENSG00000250540	processed_pseudogene	0.02493534	0.742333108
9865	207	LINC02780	lincRNA	-0.025552033	-1.51257887
9866	11110	RPS3AP14	processed_pseudogene	-0.049164711	1.633216326
9867	14979	ENSG00000249941	lincRNA	0.025930782	4.615170449
9868	18925	ENSG00000268745	antisense	-0.055372287	6.403113457
9869	16333	ST8SIA4	protein_coding	0.030096988	-0.481395899
9870	18169	TRIM38	protein_coding	0.051795339	2.642171307
9871	6842	IGKV3D-31	IG_V_pseudogene	-0.028904393	1.070598157
9872	16739	PPP2CA	protein_coding	-0.056593843	4.914750357
9873	1603	RN7SL290P	misc_RNA	0.037705944	6.021548022
9874	18558	LST1	protein_coding	0.043123313	-2.633240629
9875	17171	Y_RNA	misc_RNA	0.028524764	6.662680033
9876	19043	RCAN2	protein_coding	0.038443164	-1.064176135
9877	7737	ENSG00000229131	lincRNA	0.035352798	4.238080697
9878	8006	COBLL1	protein_coding	-0.056599249	5.211693613
9879	12327	PAK2	protein_coding	0.024847877	0.156330218
9880	11532	RPL32P8	processed_pseudogene	0.024963358	4.180053313
9881	6336	RNU6-100P	snRNA	-0.049376932	7.735796494
9882	2081	ENSG00000236676	antisense	-0.045257649	3.789686929
9883	9073	LINC00471	lincRNA	0.028650232	0.260944188
9884	13948	CAMK2D	protein_coding	-0.043670237	3.214786876
9885	5397	ENSG00000236106	lincRNA	-0.051356321	5.146690484
9886	1193	CDCA8	protein_coding	-0.058994808	5.359992864
9887	2810	ENSG00000272583	lincRNA	-0.051447152	5.683618367
9888	13976	LINC02263	lincRNA	-0.068877285	4.555795265
9889	6936	ENSG00000238162	processed_pseudogene	0.02544242	0.456318676
9890	6012	RN7SL531P	misc_RNA	-0.031642541	2.052865549
9891	17816	SERPINB8P1	unprocessed_pseudogene	0.045431912	6.172843668
9892	1500	ENSG00000236476	processed_pseudogene	-0.043825006	0.658414554
9893	16664	FNIP1	protein_coding	0.051645423	3.306301821
9894	11469	ENSG00000248374	unprocessed_pseudogene	0.03302911	6.985034577
9895	6819	IGKV1-33	IG_V_gene	-0.058940209	5.737195503
9896	11675	CCNL1	protein_coding	0.037166283	6.628624268
9897	4718	ENSG00000236846	lincRNA	-0.044283825	4.318860603
9898	17528	MSX2	protein_coding	-0.033843046	0.459030599
9899	1033	PTP4A2	protein_coding	0.02697119	-0.947699481
9900	8427	DNAH7	protein_coding	-0.05395819	3.938484462
9901	15813	SLC30A5	protein_coding	-0.039727653	11.19428439
9902	16387	GJA1P1	processed_pseudogene	-0.055728855	2.869464315
9903	14308	ENSG00000279845	TEC	-0.043805051	3.041585792
9904	10051	VPS26BP1	processed_pseudogene	-0.042540651	7.347552691
9905	15552	ENSG00000250122	lincRNA	-0.05289886	2.067779115
9906	5462	ENSG00000260077	lincRNA	-0.047533555	1.437864176
9907	16641	MIR4633	miRNA	-0.049956708	2.426209891
9908	4454	Y_RNA	misc_RNA	0.031770197	3.749444205
9909	22	ENSG00000228463	transcribed_processed_pseudogene	-0.070573662	4.467517356
9910	13906	CCDC34P1	processed_pseudogene	-0.036455219	4.773172406
9911	3088	CERS2	protein_coding	0.033100168	3.89964021
9912	12508	OTOP1	protein_coding	0.04304507	4.348484529
9913	924	SCARNA1	scaRNA	0.053639095	4.753228554
9914	10685	OR5BM1P	unprocessed_pseudogene	-0.032720482	7.662897776
9915	1280	SMAP2	protein_coding	-0.047766683	5.793963294
9916	13154	EXOC1	protein_coding	-0.046243898	2.488471997
9917	7233	ENSG00000283684	processed_transcript	-0.05365149	5.828759747
9918	6287	RN7SL51P	misc_RNA	-0.068972975	3.79192799
9919	1034	ENSG00000228634	lincRNA	0.052228401	5.781621761
9920	3236	S100A4	protein_coding	0.027505927	-0.339691296
9921	10430	ADAMTS9	protein_coding	-0.045235184	2.071861652
9922	9440	RNU6-670P	snRNA	-0.025647934	1.22522973
9923	17464	SMIM23	protein_coding	-0.024619514	1.953399524
9924	7749	MIR7157	miRNA	0.043181806	2.37536465
9925	7683	MGAT5	protein_coding	-0.048396284	6.647439146
9926	2792	ENSG00000285215	transcribed_unprocessed_pseudogene	0.029526941	0.578625472
9927	399	NPPA	protein_coding	-0.038505843	0.196211649
9928	4780	ENSG00000270598	processed_pseudogene	-0.049184978	0.812694198
9929	8580	KRT8P15	processed_pseudogene	-0.043451178	6.315147128
9930	10619	LINC00506	lincRNA	-0.061450791	2.236063075
9931	1784	NFIA-AS2	antisense	-0.058732998	5.206672497
9932	7899	MTCYBP9	processed_pseudogene	0.04281394	6.667386471
9933	18220	BTN2A3P	transcribed_unprocessed_pseudogene	-0.024790651	0.356874543
9934	15308	ENSG00000250118	processed_pseudogene	0.048041905	4.635051547
9935	15188	TAF11L8	protein_coding	0.028368419	0.407429681
9936	9493	RAF1	protein_coding	0.053526645	1.319710812
9937	5602	LAPTM4A	protein_coding	-0.036706988	7.464871978
9938	3906	BANF1P4	processed_pseudogene	-0.054314528	4.904432334
9939	18178	ENSG00000274267	protein_coding	0.051753347	3.909074904
9940	5577	VSNL1	protein_coding	-0.054634682	6.583551833
9941	12028	SNORA63E	snoRNA	0.029383221	3.164751146
9942	13150	PDCL2	protein_coding	0.024517044	-0.852303079
9943	1582	TTC39A	protein_coding	-0.024675811	6.286073718
9944	13863	SEC24B	protein_coding	0.026553318	4.545845123
9945	9360	ITPR1	protein_coding	0.025398935	-0.335045739
9946	13212	ENSG00000248237	processed_pseudogene	0.050710019	1.600116933
9947	8879	TUBA4A	protein_coding	0.066006595	6.694521886
9948	5453	ENSG00000244260	lincRNA	-0.052934342	6.451349524
9949	17206	PDGFRL2P	unitary_pseudogene	-0.038116185	5.25615814
9950	10404	SYNPR-AS1	antisense	-0.025962938	-1.328466255
9951	6273	RPS24P7	processed_pseudogene	-0.043153932	3.007782085
9952	15663	MAP3K1	protein_coding	-0.042674593	5.375394773
9953	8803	RN7SKP43	misc_RNA	0.024390283	0.235212098
9954	10236	ALAS1	protein_coding	-0.051093296	5.276281106
9955	2169	ENSG00000274321	misc_RNA	-0.045559866	4.883354106
9956	7042	CRACDL	protein_coding	0.043115209	1.414761198
9957	2901	PEX11B	protein_coding	-0.053078372	5.691521872
9958	6408	LINC01888	antisense	-0.053554068	5.019707769
9959	18907	NCR2	protein_coding	-0.053522087	3.927536849
9960	564	ENSG00000280114	unprocessed_pseudogene	0.040934758	3.982624309
9961	5922	ENSG00000236213	antisense	-0.045743029	2.02432052
9962	9178	ENSG00000222007	antisense	0.025699346	-1.122622614
9963	9055	PSMD1	protein_coding	0.033503608	3.507733668
9964	8309	CACYBPP2	processed_pseudogene	0.067198463	5.382352997
9965	15007	LINC02236	lincRNA	0.06368501	7.670070187
9966	18323	ZKSCAN3	protein_coding	0.060769711	4.875803005
9967	16450	KCNN2	protein_coding	0.031110058	1.550233691
9968	14370	ENSG00000250350	unprocessed_pseudogene	-0.066456618	5.264412097
9969	12449	POLN	protein_coding	0.034922067	3.60325005
9970	1786	NFIA-AS1	processed_transcript	0.029884221	0.945140857
9971	1981	LRRC53	protein_coding	-0.036930252	0.031080749
9972	15403	SKP2	protein_coding	-0.063222025	4.698010781
9973	17794	ENSG00000285603	antisense	-0.042988706	5.773278371
9974	2630	ENSG00000236887	processed_pseudogene	0.024625939	1.047666502
9975	10064	NME6	protein_coding	0.026124446	0.044512263
9976	1639	ENSG00000231866	processed_pseudogene	0.029586498	-1.195268187
9977	14398	ENSG00000240669	processed_pseudogene	-0.026439813	1.087770775
9978	6763	THNSL2	protein_coding	-0.057269854	4.803726821
9979	6371	LINC01873	lincRNA	0.025065891	-0.427617038
9980	8419	ENSG00000224099	lincRNA	-0.024310555	1.690939893
9981	5270	OR2L2	protein_coding	-0.041937189	7.850120949
9982	10524	PDZRN3	protein_coding	-0.05976299	2.525113825
9983	2267	DR1	protein_coding	-0.046862175	9.473235167
9984	15713	GNL3LP1	processed_pseudogene	-0.027072097	1.897795751
9985	2781	PFN1P2	transcribed_processed_pseudogene	-0.054387558	5.465452992
9986	14856	ENSG00000272566	lincRNA	0.04073771	7.286035525
9987	17795	GMDS-DT	lincRNA	-0.030434594	1.270807323
9988	8758	FN1-DT	antisense	-0.050766555	3.094656162
9989	5989	ENSG00000221300	snoRNA	-0.025369766	-0.469275216
9990	8688	CRYGB	protein_coding	-0.050039302	3.941067029
9991	9828	SCN5A	protein_coding	-0.053113936	3.871941841
9992	17087	SH3RF2	protein_coding	0.025719615	-0.425627935
9993	4658	MIR194-1	miRNA	0.026719428	-0.456806797
9994	5254	OR6R1P	unprocessed_pseudogene	-0.049913706	7.465001536
9995	15003	NSUN2	protein_coding	0.047841649	0.818967689
9996	4666	AURKAP1	transcribed_processed_pseudogene	0.038907313	2.061468252
9997	11213	ENSG00000270773	processed_pseudogene	0.050862658	4.552690801
9998	4997	LINC02961	lincRNA	-0.046232412	0.956710136
9999	10119	IHO1	protein_coding	-0.029837123	1.72980618
10000	13012	ENSG00000272936	antisense	0.028301014	1.396690925
10001	5469	ENSG00000284681	protein_coding	-0.057578504	5.167073724
10002	19042	ACTG1P9	processed_pseudogene	0.039965548	-1.549879854
10003	11686	ENSG00000239716	lincRNA	0.025772797	-0.65006233
10004	5402	LINC01247	lincRNA	0.031792672	0.108286566
10005	10398	RNU6-139P	snRNA	0.036870362	4.009756774
10006	8101	DLX2	protein_coding	0.029454272	0.702778492
10007	5807	SNORD53	snoRNA	0.024915252	-1.375474487
10008	9999	CCR2	protein_coding	-0.026582022	-0.271930799
10009	6101	FBXO11	protein_coding	-0.047309735	3.706165908
10010	1562	ENSG00000234080	processed_pseudogene	0.040209554	5.10451832
10011	1698	HNRNPA1P63	processed_pseudogene	0.024330304	-0.368851224
10012	264	ENSG00000270171	lincRNA	-0.028718935	2.500169384
10013	15414	ENSG00000272103	lincRNA	-0.024195196	-1.17377149
10014	7693	CCNT2	protein_coding	-0.046935434	3.993303013
10015	11498	ZIC1	protein_coding	-0.041606982	2.893369632
10016	8206	ENSG00000236501	lincRNA	-0.043582785	1.900713426
10017	5124	PLD5	protein_coding	-0.054915903	7.975075351
10018	11857	ENSG00000279673	TEC	0.043100668	2.452253575
