	gene_id	gene_type	logFC	AveExpr
18782	ENSG00000096060.14	protein_coding	-0.049501793	1.890885506
5166	ENSG00000232059.3	processed_pseudogene	-0.060355692	4.418491736
9605	ENSG00000230697.1	processed_pseudogene	0.034452817	-1.249617542
9595	ENSG00000228956.8	processed_transcript	-0.034872348	-0.780209437
12316	ENSG00000273013.1	antisense	-0.039619481	-0.81215571
9448	ENSG00000231177.4	antisense	0.062338421	7.429449541
4315	ENSG00000272262.1	snRNA	-0.034680346	-1.363792898
2190	ENSG00000233235.1	unprocessed_pseudogene	0.034472316	2.454337217
14131	ENSG00000251676.1	lincRNA	-0.036824463	5.867956951
16090	ENSG00000248870.1	lincRNA	0.048552863	4.335542325
9298	ENSG00000207186.1	rRNA_pseudogene	-0.047406503	8.320742318
10505	ENSG00000163602.10	protein_coding	0.065562277	6.258297103
8169	ENSG00000229779.1	lincRNA	0.055208592	7.314050829
16234	ENSG00000153347.9	protein_coding	-0.040131976	-0.956852923
7429	ENSG00000232140.1	lincRNA	-0.039463034	-1.551306645
15724	ENSG00000213891.3	processed_pseudogene	0.055642375	5.139064309
14513	ENSG00000283379.1	miRNA	0.072229683	5.064371348
7933	ENSG00000231675.1	processed_pseudogene	-0.058549064	1.598895906
3896	ENSG00000252231.1	rRNA_pseudogene	0.037380074	4.442061479
7989	ENSG00000233397.2	lincRNA	-0.046117262	8.050994888
8333	ENSG00000224063.5	antisense	-0.06721577	3.342327609
12644	ENSG00000109667.11	protein_coding	-0.034625243	0.165701876
6913	ENSG00000224585.1	unprocessed_pseudogene	-0.063804714	6.317015412
856	ENSG00000117682.16	protein_coding	-0.06079462	5.616095463
19024	ENSG00000096401.7	protein_coding	-0.13696917	2.927504604
14759	ENSG00000180712.3	lincRNA	0.037171368	0.428849094
9948	ENSG00000185219.16	protein_coding	0.035937673	1.326164025
6833	ENSG00000251039.2	IG_V_gene	0.034195431	0.996360788
18140	ENSG00000214975.4	processed_pseudogene	0.034550902	2.321066754
13832	ENSG00000164022.16	protein_coding	-0.066615377	2.279364398
4443	ENSG00000278465.1	miRNA	-0.065769169	6.30704153
13760	ENSG00000164035.9	protein_coding	0.038878603	3.604048638
789	ENSG00000169504.14	protein_coding	-0.059454163	5.396192543
5404	ENSG00000226488.1	lincRNA	-0.063196122	7.826008038
3655	ENSG00000254706.2	protein_coding	-0.048801311	1.027317238
5262	ENSG00000279263.1	protein_coding	-0.065832784	5.879481188
9643	ENSG00000272554.1	lincRNA	0.056637909	3.161362395
10478	ENSG00000242728.1	processed_pseudogene	-0.041054093	-0.017762143
16191	ENSG00000251093.1	lincRNA	0.038147438	3.516973385
6235	ENSG00000266078.1	miRNA	-0.085816801	-0.383547288
8750	ENSG00000229267.2	antisense	0.055799187	3.61090885
16059	ENSG00000240003.2	processed_pseudogene	0.036281648	-0.791950626
234	ENSG00000225077.3	lincRNA	0.03851956	4.139709305
851	ENSG00000169442.8	protein_coding	-0.059766649	3.424498794
14908	ENSG00000271781.1	antisense	0.047527585	0.014583161
7680	ENSG00000232474.1	sense_intronic	-0.034201706	1.360787599
14097	ENSG00000164074.15	protein_coding	0.047361527	1.658834207
11929	ENSG00000270321.1	lincRNA	-0.03524989	3.712911964
14749	ENSG00000251739.1	snRNA	-0.06565784	3.395776959
16434	ENSG00000251014.1	processed_pseudogene	-0.068159919	6.30983245
6501	ENSG00000163013.11	protein_coding	0.038992486	-1.021408773
7623	ENSG00000237910.1	unprocessed_pseudogene	-0.038494842	2.989871641
5458	ENSG00000269973.1	lincRNA	-0.041079919	6.750240426
11753	ENSG00000244571.1	processed_pseudogene	-0.052525569	7.697634312
13466	ENSG00000207307.1	snRNA	-0.039976675	-0.750269086
4500	ENSG00000278684.1	unprocessed_pseudogene	-0.048589752	2.72305989
16798	ENSG00000145839.1	protein_coding	-0.070264018	3.629964442
13112	ENSG00000249706.1	sense_intronic	-0.035971842	-1.48905566
7854	ENSG00000283569.1	miRNA	-0.051246345	3.175048619
9905	ENSG00000240203.3	misc_RNA	0.037968874	-0.149371668
11974	ENSG00000163728.10	protein_coding	0.0550451	0.723800171
4683	ENSG00000272823.1	lincRNA	-0.054352549	6.569029124
15852	ENSG00000250687.6	transcribed_unprocessed_pseudogene	-0.040270278	-1.031419555
5912	ENSG00000218739.9	protein_coding	-0.034967358	0.623201226
3964	ENSG00000201791.1	snoRNA	-0.055472901	7.613572167
299	ENSG00000274258.1	miRNA	-0.050285449	5.730714895
7932	ENSG00000228586.1	lincRNA	0.054462184	8.68079052
4721	ENSG00000251789.2	snRNA	0.04335806	-0.185690663
16619	ENSG00000271585.1	processed_pseudogene	0.056369468	-0.95370966
10731	ENSG00000184220.11	protein_coding	-0.050783606	1.812166804
677	ENSG00000117298.15	protein_coding	0.065212507	4.306728194
4788	ENSG00000143799.12	protein_coding	-0.046916881	-0.421236081
12752	ENSG00000279379.1	TEC	-0.061438232	6.776254836
2536	ENSG00000227963.1	antisense	0.03964056	-0.493177295
18119	ENSG00000251830.1	snoRNA	0.042357346	4.289479731
8721	ENSG00000115365.11	protein_coding	0.0478654	2.595974491
12745	ENSG00000109805.9	protein_coding	0.035672859	0.635229558
11756	ENSG00000240792.1	lincRNA	-0.059392285	6.4952143
16088	ENSG00000205464.12	protein_coding	-0.049837277	1.304469626
11733	ENSG00000229320.3	transcribed_processed_pseudogene	-0.063043424	2.793325575
15287	ENSG00000252867.1	snRNA	0.06375022	1.626413268
13210	ENSG00000283043.1	processed_pseudogene	-0.057003782	4.920409252
8093	ENSG00000071967.11	protein_coding	-0.048544472	4.800398783
17179	ENSG00000199409.1	misc_RNA	0.034812125	1.157006936
18199	ENSG00000277224.2	protein_coding	0.065442496	4.992397902
12165	ENSG00000224563.1	antisense	-0.037903655	0.970965473
6987	ENSG00000163126.14	protein_coding	-0.051052012	6.253092719
11708	ENSG00000279311.1	TEC	0.060616917	8.788140278
11192	ENSG00000250796.1	processed_pseudogene	-0.042279834	2.072781845
4487	ENSG00000203709.11	lincRNA	-0.053496518	2.685210541
18414	ENSG00000229142.1	unprocessed_pseudogene	-0.038921756	2.836748773
14339	ENSG00000201846.1	rRNA_pseudogene	-0.034052888	0.015796397
2180	ENSG00000117228.9	protein_coding	-0.033571377	0.031104444
15851	ENSG00000269983.1	lincRNA	-0.038961666	2.677379487
2376	ENSG00000224616.2	lincRNA	-0.045250305	6.696050003
2864	ENSG00000279782.1	protein_coding	0.034913607	0.107317794
9416	ENSG00000114026.21	protein_coding	-0.062636307	5.953367252
15398	ENSG00000145626.11	protein_coding	-0.034950417	3.036618068
17853	ENSG00000216307.2	processed_pseudogene	-0.055774272	6.444640996
16043	ENSG00000249825.5	antisense	0.035363514	-1.471469407
10517	ENSG00000163605.14	protein_coding	0.042793368	0.011867331
16008	ENSG00000249372.1	processed_pseudogene	0.033879091	-0.218895295
18108	ENSG00000228772.2	lincRNA	0.037930231	1.905979065
18674	ENSG00000248993.1	protein_coding	0.053895587	1.226165612
13314	ENSG00000251685.3	unprocessed_pseudogene	-0.03397009	-1.42043875
4999	ENSG00000239690.3	misc_RNA	0.045205281	3.969365282
3225	ENSG00000237008.2	processed_pseudogene	-0.049021693	4.577398271
2799	ENSG00000223345.3	transcribed_unprocessed_pseudogene	-0.061632248	5.952668278
8398	ENSG00000233766.7	antisense	-0.065521248	3.200079326
3897	ENSG00000135870.11	protein_coding	0.056913955	6.920280758
7249	ENSG00000263881.1	miRNA	-0.036282409	0.118033259
13348	ENSG00000126549.9	protein_coding	-0.061934346	5.144986694
6310	ENSG00000014641.17	protein_coding	0.045166608	0.321445692
7896	ENSG00000233709.1	processed_pseudogene	-0.036375388	0.4879508
14439	ENSG00000250910.7	antisense	0.049614181	0.423549725
17772	ENSG00000230433.1	antisense	0.039540025	0.989982191
16455	ENSG00000250242.1	lincRNA	0.050790366	0.440431589
3494	ENSG00000203757.2	protein_coding	0.044712089	6.484823443
1258	ENSG00000261798.1	antisense	0.052582572	5.797254925
3725	ENSG00000229588.1	lincRNA	-0.063943793	5.968347746
12976	ENSG00000245870.3	lincRNA	0.051519057	1.869092189
13037	ENSG00000277388.1	miRNA	0.035527511	-0.65995299
2029	ENSG00000222849.1	rRNA_pseudogene	0.05192015	7.073129576
5868	ENSG00000236854.1	lincRNA	-0.057935424	3.819562757
2330	ENSG00000188641.13	protein_coding	0.063671453	2.804404911
11900	ENSG00000214192.3	processed_pseudogene	0.044998645	2.390072401
4085	ENSG00000252222.1	snRNA	-0.048818792	4.88666884
2290	ENSG00000264963.2	misc_RNA	0.046525255	9.934249856
1543	ENSG00000206700.1	snRNA	0.03456835	2.217825594
14231	ENSG00000242102.3	misc_RNA	-0.059335752	5.992015393
3135	ENSG00000269621.1	antisense	0.03328004	0.363708795
4339	ENSG00000143847.15	protein_coding	0.039036381	0.526614303
10479	ENSG00000242120.3	protein_coding	-0.03464616	-1.519556259
15113	ENSG00000248783.1	lincRNA	-0.067270533	3.860975549
13674	ENSG00000249049.1	antisense	0.063498815	9.805469201
17283	ENSG00000170613.4	protein_coding	-0.058417369	2.88382855
13487	ENSG00000138767.13	protein_coding	-0.038192082	-1.090440918
16448	ENSG00000251741.1	snRNA	-0.071565383	5.490446335
12444	ENSG00000249784.1	scaRNA	0.045130844	2.785856636
4278	ENSG00000224818.1	3prime_overlapping_ncRNA	0.045612384	3.106711183
4118	ENSG00000116703.13	protein_coding	-0.061772946	4.950258913
6622	ENSG00000266436.1	miRNA	-0.044271088	1.902403626
16646	ENSG00000186367.6	protein_coding	-0.066783251	5.324498369
3639	ENSG00000199595.1	misc_RNA	0.036013766	-1.03568759
653	ENSG00000236963.6	lincRNA	0.051882589	2.572731956
4618	ENSG00000042781.12	protein_coding	0.048112397	1.185196078
9289	ENSG00000223374.1	antisense	0.033966554	-1.420255814
17805	ENSG00000230438.6	lincRNA	-0.034272974	-1.040174884
17198	ENSG00000145908.12	protein_coding	0.038185052	2.311640133
2589	ENSG00000231346.5	lincRNA	0.033582081	-1.433665395
16531	ENSG00000250895.1	processed_pseudogene	0.039300063	2.462847235
7910	ENSG00000222404.1	misc_RNA	-0.039203514	0.05403663
95	ENSG00000169972.11	protein_coding	0.033054116	1.548699668
1827	ENSG00000236674.1	processed_pseudogene	-0.038949307	-1.098166407
6591	ENSG00000270462.1	antisense	-0.036846907	2.19086902
9585	ENSG00000231780.1	processed_pseudogene	-0.04163717	1.235188444
796	ENSG00000285823.1	lincRNA	0.04631102	0.973122288
3211	ENSG00000203785.8	protein_coding	-0.033946697	-0.638772921
10385	ENSG00000244183.1	processed_pseudogene	-0.06653043	2.318835619
4518	ENSG00000162757.4	protein_coding	-0.05441071	7.505942438
18855	ENSG00000236355.2	lincRNA	-0.063674408	6.071801159
6480	ENSG00000124374.8	protein_coding	-0.063059337	4.924238085
8894	ENSG00000268603.1	antisense	0.037888405	2.513372558
1074	ENSG00000134684.10	protein_coding	0.06590175	4.48622492
18390	ENSG00000201330.1	snoRNA	-0.053224647	3.866450466
5794	ENSG00000270210.1	lincRNA	-0.033391479	-1.318964104
4109	ENSG00000261729.1	lincRNA	-0.060418597	6.015586467
8623	ENSG00000227946.1	lincRNA	-0.034238734	0.435912373
4418	ENSG00000158711.13	protein_coding	-0.034645126	5.065097034
17054	ENSG00000261757.1	lincRNA	0.052037397	5.882041334
10302	ENSG00000113812.13	protein_coding	0.040519751	5.843321412
3326	ENSG00000143537.13	protein_coding	-0.061022675	2.97554516
4610	ENSG00000250536.1	unprocessed_pseudogene	0.047408019	5.489622719
5978	ENSG00000236533.1	processed_pseudogene	-0.051942635	1.297974318
8579	ENSG00000240761.1	processed_pseudogene	-0.059966623	6.967934523
16790	ENSG00000181965.5	protein_coding	-0.042538027	6.548101123
7374	ENSG00000230391.1	processed_pseudogene	-0.036454363	1.89910414
5571	ENSG00000224604.1	processed_pseudogene	0.045311118	1.893765252
10527	ENSG00000278934.1	TEC	0.045650519	5.214761428
15269	ENSG00000248605.5	lincRNA	-0.068053873	4.899932973
15240	ENSG00000250319.1	processed_pseudogene	0.046120191	0.697751612
1705	ENSG00000162396.5	protein_coding	-0.059323603	7.093968648
15415	ENSG00000285967.1	bidirectional_promoter_lncRNA	-0.063978138	5.589808736
15639	ENSG00000199322.1	rRNA_pseudogene	0.039768999	6.314510135
1974	ENSG00000252005.2	snRNA	-0.052974308	6.881746335
16512	ENSG00000169570.9	protein_coding	0.033712374	2.448066088
7882	ENSG00000236917.1	processed_pseudogene	0.055247017	1.375401059
1568	ENSG00000225767.1	antisense	0.044541849	0.641878159
18284	ENSG00000275379.1	protein_coding	-0.056981583	6.19910313
5297	ENSG00000183310.3	protein_coding	-0.054698481	7.45904344
18412	ENSG00000237042.1	unprocessed_pseudogene	-0.043008094	3.172028168
16440	ENSG00000153037.14	protein_coding	-0.059810538	3.737463068
12044	ENSG00000223882.1	antisense	0.04724529	0.091282292
14570	ENSG00000200974.1	snRNA	0.060502711	7.836605059
150	ENSG00000234396.3	lincRNA	0.067864154	6.347886885
4431	ENSG00000196188.10	protein_coding	0.058477999	2.153654186
15822	ENSG00000183323.12	protein_coding	-0.055319867	8.434504471
2486	ENSG00000270066.3	lincRNA	-0.061836857	5.62116696
9940	ENSG00000207954.1	miRNA	-0.03483482	0.964813379
16603	ENSG00000279118.1	TEC	-0.059827107	4.559392112
10151	ENSG00000183763.8	protein_coding	-0.063728903	4.342049736
9126	ENSG00000085978.21	protein_coding	-0.062297057	4.291743495
152	ENSG00000116151.13	protein_coding	0.032941295	0.35541382
9460	ENSG00000132164.9	protein_coding	0.046333649	9.134095589
10209	ENSG00000164081.12	protein_coding	-0.058692543	5.355974789
3772	ENSG00000143178.12	protein_coding	-0.042713492	0.388782607
14166	ENSG00000251567.5	lincRNA	-0.049312875	4.422767132
2115	ENSG00000285325.1	lincRNA	-0.039556771	6.507819
15732	ENSG00000068796.16	protein_coding	-0.056389843	3.285446381
14888	ENSG00000261434.1	sense_overlapping	0.049898128	1.96801697
13092	ENSG00000260120.1	lincRNA	-0.036646871	-1.224774818
12718	ENSG00000004468.12	protein_coding	-0.044432571	0.872272226
17770	ENSG00000137265.14	protein_coding	0.042912921	1.300224311
4263	ENSG00000201032.1	snRNA	0.050324508	0.519397506
5933	ENSG00000199603.1	snRNA	0.058384771	3.033513041
12198	ENSG00000232353.5	lincRNA	-0.050047185	3.66366088
18431	ENSG00000224312.1	unprocessed_pseudogene	-0.040042143	4.35738076
11328	ENSG00000073711.10	protein_coding	-0.063875732	3.809425457
411	ENSG00000202461.1	misc_RNA	-0.033299478	0.109267455
4626	ENSG00000162814.10	protein_coding	-0.058510516	7.206200239
11398	ENSG00000261763.1	lincRNA	0.043583313	7.831642602
9458	ENSG00000226567.1	lincRNA	0.033881327	2.433167727
9614	ENSG00000282987.1	lincRNA	-0.044030293	2.335777281
9044	ENSG00000270891.1	processed_pseudogene	-0.076307495	5.323106953
1481	ENSG00000085999.11	protein_coding	0.04926494	7.475296961
4106	ENSG00000228309.6	lincRNA	-0.053851719	8.533373781
6417	ENSG00000199460.2	snRNA	-0.05644665	6.695962657
16850	ENSG00000271196.1	processed_pseudogene	-0.036201427	4.881964451
749	ENSG00000088280.18	protein_coding	-0.065447651	5.534027772
5788	ENSG00000277035.1	misc_RNA	-0.034344159	1.984673994
8035	ENSG00000214211.2	processed_pseudogene	-0.033746329	-0.958284003
10086	ENSG00000008300.16	protein_coding	0.053773663	0.852584941
3441	ENSG00000266160.2	misc_RNA	0.033633066	2.109424836
16650	ENSG00000248610.1	processed_pseudogene	0.03928746	0.597133139
13521	ENSG00000152784.15	protein_coding	-0.035481147	2.509166737
943	ENSG00000130772.13	protein_coding	-0.032593427	0.248218584
2064	ENSG00000225598.1	lincRNA	-0.067925918	3.804628059
712	ENSG00000162552.14	protein_coding	0.033524013	-1.4701145
854	ENSG00000176083.17	protein_coding	0.049711502	2.579078166
3203	ENSG00000169474.4	protein_coding	-0.066127267	2.420134774
17210	ENSG00000186335.8	protein_coding	-0.060444456	2.051710285
11966	ENSG00000282327.1	processed_pseudogene	-0.051227063	3.549801025
945	ENSG00000206779.1	misc_RNA	-0.059504824	7.300175973
17409	ENSG00000279739.1	TEC	0.032561954	1.062791817
5251	ENSG00000228336.2	polymorphic_pseudogene	0.033148452	-0.564767518
5648	ENSG00000233714.1	lincRNA	-0.033194227	3.574592888
5307	ENSG00000259823.5	protein_coding	0.036474089	0.998923925
8770	ENSG00000115425.13	protein_coding	0.042590538	-0.450004975
11947	ENSG00000171109.18	protein_coding	0.043012845	2.745906005
16544	ENSG00000279860.1	TEC	0.047597678	0.043512786
9615	ENSG00000236380.5	processed_pseudogene	-0.036034987	0.069292747
4165	ENSG00000236792.1	processed_pseudogene	-0.058610477	8.170113905
16691	ENSG00000234290.2	antisense	-0.051378668	3.066515099
6519	ENSG00000163017.13	protein_coding	-0.032571928	-1.392122593
424	ENSG00000239149.1	snoRNA	-0.036378178	-1.167370671
7589	ENSG00000229797.1	antisense	-0.041903426	1.456147999
1467	ENSG00000197429.10	protein_coding	0.057812461	2.359808878
11143	ENSG00000280053.1	TEC	0.033390575	-1.054963038
16093	ENSG00000248105.1	processed_pseudogene	-0.061747264	2.640280558
13707	ENSG00000201640.2	misc_RNA	0.059994629	1.647336227
17796	ENSG00000236086.4	processed_pseudogene	0.034133534	-0.584728207
1709	ENSG00000116133.12	protein_coding	0.066614809	2.552537806
5419	ENSG00000221255.1	snRNA	0.051332482	3.68746848
14599	ENSG00000206613.1	snRNA	-0.058418032	6.579528256
1000	ENSG00000235143.1	antisense	-0.046381114	1.986321135
10443	ENSG00000206759.1	snRNA	-0.05890889	1.472112511
18475	ENSG00000204564.11	protein_coding	-0.060347407	4.662809928
10508	ENSG00000239568.1	processed_pseudogene	0.048217599	1.827747133
4423	ENSG00000201944.1	snoRNA	0.060890861	7.592412083
9823	ENSG00000114739.13	protein_coding	-0.055241147	6.971542476
2999	ENSG00000271546.1	processed_pseudogene	-0.054955775	4.239923612
9015	ENSG00000253006.1	misc_RNA	0.060066479	6.256772286
2157	ENSG00000235251.2	processed_pseudogene	-0.05884469	6.549794051
10453	ENSG00000242510.1	processed_pseudogene	0.053810565	3.454355831
3191	ENSG00000186226.8	protein_coding	0.032435858	-1.021676741
6547	ENSG00000114993.16	protein_coding	-0.033787808	3.340994589
305	ENSG00000131686.14	protein_coding	-0.044261028	0.613500342
3631	ENSG00000224515.1	antisense	0.033381635	0.304147575
15802	ENSG00000248884.1	lincRNA	0.032303316	-0.032001531
10372	ENSG00000198643.6	protein_coding	0.052852715	4.998707695
3065	ENSG00000237781.3	antisense	-0.038002711	0.951058656
12426	ENSG00000159692.15	protein_coding	0.049054257	2.291973003
8629	ENSG00000281780.1	snoRNA	-0.049854871	5.488484877
6448	ENSG00000233849.1	antisense	0.042740364	6.003996549
9617	ENSG00000225542.1	antisense	-0.051666034	6.055327687
18532	ENSG00000201658.1	snRNA	0.044942132	-1.891419807
14828	ENSG00000251490.1	lincRNA	0.033007876	6.274174058
8728	ENSG00000232631.1	processed_pseudogene	0.040103509	7.179942508
6256	ENSG00000274769.1	processed_transcript	-0.070191456	6.59216038
15126	ENSG00000248791.1	processed_pseudogene	-0.039846123	4.180609859
9110	ENSG00000284407.1	miRNA	-0.039290238	-0.134926469
16038	ENSG00000250888.1	antisense	0.0322053	1.21681825
18380	ENSG00000204687.4	protein_coding	0.032701094	-1.048819349
15216	ENSG00000249174.1	lincRNA	0.035869183	0.379781501
15616	ENSG00000251376.1	lincRNA	0.04990762	0.787892947
17657	ENSG00000178187.7	protein_coding	0.055705333	2.079068863
8071	ENSG00000071909.18	protein_coding	-0.056157865	4.543973332
14291	ENSG00000278943.1	TEC	0.032863045	-0.642505317
18658	ENSG00000235040.1	unprocessed_pseudogene	0.036747573	-0.124540716
12838	ENSG00000250927.1	processed_pseudogene	0.037133911	0.052149302
10257	ENSG00000168273.7	protein_coding	0.060226508	5.388403677
9531	ENSG00000235629.1	antisense	0.033312259	-0.216743202
16789	ENSG00000249639.1	antisense	-0.061081016	6.715224366
14777	ENSG00000251147.1	processed_pseudogene	-0.053664995	3.880110298
13358	ENSG00000171201.10	protein_coding	-0.057993541	7.366854511
3476	ENSG00000158488.15	protein_coding	0.047440603	3.665284305
9757	ENSG00000228112.1	processed_pseudogene	-0.056378885	1.745335873
10275	ENSG00000162267.12	protein_coding	0.033847036	4.13529073
5375	ENSG00000171865.9	protein_coding	-0.057438717	4.508368532
2261	ENSG00000117500.12	protein_coding	-0.034637807	-1.347078183
8989	ENSG00000284643.1	protein_coding	-0.074284126	4.669361909
9243	ENSG00000264292.1	miRNA	0.031870118	-1.388556104
6861	ENSG00000276566.1	IG_V_gene	0.065842867	4.029727179
13791	ENSG00000164038.14	protein_coding	-0.066524296	4.675129303
18930	ENSG00000112578.9	protein_coding	-0.055927889	7.099801675
15546	ENSG00000112996.10	protein_coding	0.05333258	3.034511015
3710	ENSG00000273365.1	lincRNA	-0.062660082	5.56199547
17213	ENSG00000253472.1	processed_pseudogene	-0.045919298	2.343771968
3914	ENSG00000120333.4	protein_coding	0.044608777	5.566959528
11455	ENSG00000241592.1	processed_pseudogene	-0.056722222	3.253413207
3519	ENSG00000249197.1	unprocessed_pseudogene	0.056706516	5.574649518
12732	ENSG00000251212.1	processed_pseudogene	0.066989417	3.142913846
11211	ENSG00000248916.1	unprocessed_pseudogene	0.037452906	1.974783139
771	ENSG00000215905.4	processed_pseudogene	-0.039719496	1.32817528
10869	ENSG00000144834.13	protein_coding	0.040473568	4.149523523
16053	ENSG00000220157.4	processed_pseudogene	-0.051642713	2.441634588
542	ENSG00000233929.1	processed_pseudogene	0.031825329	-1.316040002
806	ENSG00000187010.20	protein_coding	-0.054198419	1.393597357
329	ENSG00000280113.2	TEC	0.032153873	-0.30039095
6386	ENSG00000224173.1	lincRNA	-0.033778843	3.783770646
9143	ENSG00000224814.1	antisense	0.073756576	5.458672521
2625	ENSG00000226419.7	antisense	-0.05176845	8.998205041
6921	ENSG00000144026.11	protein_coding	-0.052968384	6.431225903
4660	ENSG00000118873.15	protein_coding	-0.045804479	0.516963706
556	ENSG00000225710.1	unprocessed_pseudogene	0.070738338	4.445165319
14316	ENSG00000137473.17	protein_coding	0.032561227	3.294423053
18757	ENSG00000186328.4	processed_pseudogene	-0.049143905	2.260654007
10103	ENSG00000178149.16	protein_coding	0.053757394	0.776266012
14783	ENSG00000249520.1	processed_pseudogene	-0.038316264	6.789312588
6774	ENSG00000153574.8	protein_coding	0.033070098	2.802040933
3035	ENSG00000270276.2	protein_coding	-0.043024189	-0.190044623
3140	ENSG00000232937.1	sense_intronic	-0.039082582	-0.970198688
12798	ENSG00000038210.12	protein_coding	0.03165656	-0.601364608
11214	ENSG00000244932.2	unprocessed_pseudogene	0.043686262	0.422113654
5131	ENSG00000270859.1	processed_pseudogene	-0.05902443	5.502954023
6647	ENSG00000232548.1	lincRNA	-0.031749497	0.698125371
13075	ENSG00000232471.3	unprocessed_pseudogene	-0.031751951	0.748841571
17028	ENSG00000131504.16	protein_coding	-0.047778147	6.153005405
2227	ENSG00000137948.18	protein_coding	-0.063189546	5.655776335
15740	ENSG00000217416.4	processed_pseudogene	-0.032944169	-0.066331974
2340	ENSG00000284247.1	miRNA	-0.052522142	5.191576324
9879	ENSG00000168036.17	protein_coding	0.04590509	8.032194722
17790	ENSG00000272279.1	lincRNA	0.037316505	2.807073244
8257	ENSG00000163492.15	protein_coding	0.066925365	3.060106148
17960	ENSG00000137210.13	protein_coding	0.033969383	6.135089741
3561	ENSG00000228606.2	antisense	0.050755758	1.260595429
10077	ENSG00000114268.11	protein_coding	0.032299984	0.028469928
5363	ENSG00000234423.1	lincRNA	0.053101326	4.634571082
14237	ENSG00000273472.1	lincRNA	-0.043241668	1.31936418
9669	ENSG00000224237.1	processed_pseudogene	0.045946238	6.264298034
13207	ENSG00000249892.1	lincRNA	-0.035035073	0.02894762
6351	ENSG00000138069.17	protein_coding	0.036513163	1.731806537
15946	ENSG00000145700.9	protein_coding	0.04071867	-0.939055827
3450	ENSG00000271736.1	lincRNA	0.041289784	0.366217755
7455	ENSG00000227738.1	processed_pseudogene	-0.046144562	2.802433234
8556	ENSG00000055044.10	protein_coding	-0.037263887	3.575856862
18421	ENSG00000235963.1	unprocessed_pseudogene	0.043889489	1.394326907
1032	ENSG00000269967.1	lincRNA	-0.033887079	-0.558549553
5561	ENSG00000226041.1	lincRNA	0.065008552	5.60629585
8277	ENSG00000238171.1	lincRNA	0.038049179	-0.208369798
18954	ENSG00000181524.6	processed_pseudogene	0.060232107	4.585012011
12613	ENSG00000230430.4	protein_coding	-0.034741728	-0.511692078
9998	ENSG00000236736.1	processed_pseudogene	0.036504235	-0.701278635
11599	ENSG00000229619.3	antisense	-0.056677117	2.1935977
13704	ENSG00000201744.1	snRNA	0.045356407	5.503229877
16158	ENSG00000247828.7	antisense	0.039744558	6.583683054
17196	ENSG00000256235.2	protein_coding	0.03196568	0.108813591
18272	ENSG00000185130.5	protein_coding	0.032660623	0.723668805
3042	ENSG00000143368.9	protein_coding	0.073351049	3.35696601
11049	ENSG00000243918.1	processed_pseudogene	-0.049633122	8.411467135
11946	ENSG00000260743.1	lincRNA	0.060205458	4.791631926
17013	ENSG00000276547.1	protein_coding	0.031382347	0.999239537
8507	ENSG00000226658.1	processed_pseudogene	-0.051764633	4.650599329
531	ENSG00000186510.11	protein_coding	-0.0388734	0.073107333
239	ENSG00000069812.11	protein_coding	0.066427413	6.461872341
12920	ENSG00000264621.1	miRNA	0.037086376	5.599297335
530	ENSG00000173641.17	protein_coding	0.06723831	4.840210433
3158	ENSG00000232678.2	processed_pseudogene	-0.031713543	-1.102724249
7753	ENSG00000252015.1	snRNA	0.034847013	-1.550845803
9570	ENSG00000270739.1	processed_pseudogene	-0.047694181	3.663811279
16896	ENSG00000200756.1	snRNA	-0.064488998	4.152204405
14712	ENSG00000248197.1	lincRNA	0.04331007	-0.518656885
15199	ENSG00000250782.1	protein_coding	0.038314148	1.286153761
16989	ENSG00000120328.6	protein_coding	0.035645641	6.250353628
5351	ENSG00000228613.1	antisense	-0.044264737	5.474190756
14480	ENSG00000249819.1	processed_pseudogene	0.034103359	-0.126800098
2534	ENSG00000282852.1	processed_pseudogene	0.033199877	-1.010412939
8256	ENSG00000267784.1	antisense	-0.053997203	5.08252821
15977	ENSG00000250574.1	processed_pseudogene	0.031334963	2.406226316
17644	ENSG00000285891.1	protein_coding	-0.06055896	5.807707104
18547	ENSG00000204511.2	protein_coding	0.05461914	1.424342043
18662	ENSG00000263649.1	miRNA	-0.062325134	2.323535447
16701	ENSG00000164402.13	protein_coding	-0.034088551	4.657493838
4480	ENSG00000197721.16	protein_coding	0.054202421	4.22595691
882	ENSG00000224064.1	processed_pseudogene	-0.0387191	0.427739158
2857	ENSG00000233586.1	processed_pseudogene	0.032370936	-0.505253355
852	ENSG00000176092.15	protein_coding	-0.049630115	6.07867635
16914	ENSG00000249637.1	antisense	-0.063419528	6.549209563
18008	ENSG00000272209.1	lincRNA	0.04630252	3.537707561
3723	ENSG00000215952.1	miRNA	-0.044909558	1.094154749
11234	ENSG00000249869.1	processed_pseudogene	0.034409987	-1.216063625
8207	ENSG00000251746.1	rRNA_pseudogene	-0.055305156	7.455864812
9373	ENSG00000134109.10	protein_coding	-0.033196987	2.596722284
14751	ENSG00000173320.11	protein_coding	-0.055627299	1.069754785
16684	ENSG00000233006.7	processed_transcript	-0.042816375	-0.207194396
3506	ENSG00000163568.14	protein_coding	0.03291757	-1.421758295
16069	ENSG00000251450.1	antisense	-0.055551789	1.102532199
5673	ENSG00000198399.14	protein_coding	0.043295937	0.871522109
9631	ENSG00000223791.1	antisense	0.050625784	7.865828745
